,Facility Name,Location Type,Operator,Open,Hours of Operation,Accessibility,Restroom Type,Changing Stations,Additional Notes,Website,Latitude,Longitude,Address
97,Macombs Dam Park Zone 1 Upper,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.828376,-73.929751,"Rupert Plaza Garage, Babe Ruth Plaza, Bronx County, The Bronx, New York, 10039, United States"
98,"South Hollis Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Single-Stall All Gender Restroom(s),Yes,,https://www.queenslibrary.org/about-us/locations/south-hollis,40.707012,-73.753799,"South Hollis Library, 204-01, Hollis Avenue, Queens, New York, 11412, United States"
99,"Clason's Point Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm
Wednesday: 10:00 am - 7:00 pm
Thursday: 10:00 am - 7:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/clasons-point,40.830001,-73.875022,"Clason's Point Library, 1215, Morrison Avenue, West Farms, Bronx County, The Bronx, New York, 10472, United States"
100,Yolanda García Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.822886,-73.913911,"414, East 159th Street, Melrose, Bronx County, The Bronx, New York, 10451, United States"
101,Century Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.577018,-73.970246,"Public School 100, West 2nd Street, Brooklyn, Kings County, New York, 11235, United States"
102,Park,Park,NYC Parks,Year Round,,,,,,,40.730899,-73.925415,"Kosciuszko Bridge, Brooklyn-Queens Expressway, Queens, New York, 11104, United States"
103,Bethesda Terrace,Park,Central Park Conservancy,Seasonal,7am - dusk,Not Accessible,Multi-Stall W/M Restrooms,,,,40.773519,-73.971149,"City Employees War Memorial Flagpole, 72nd Street Transverse, Manhattan, New York County, New York, 10065, United States"
104,Telephone Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.738603,-73.756571,"217-02, 75th Avenue, Windsor Oak, Queens, New York, 11364, United States"
105,Alley Athletic Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.739995,-73.734204,"Alley Park Athletic Field, 79-20, Winchester Boulevard, Queens, New York, 11427, United States"
106,St Mary's Playground West,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.81286,-73.913424,"429, Jackson Avenue, Bronx County, The Bronx, New York, 10454, United States"
107,Macombs Dam Park Zone 2 Lower,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.827497,-73.928379,"Heritage Field, Ruppert Place, Bronx County, The Bronx, New York, 10039, United States"
108,,,,,,,,,,,,,
109,Jesse Owens Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.691638,-73.932459,"125, Stuyvesant Avenue, Bedford-Stuyvesant, Brooklyn, Kings County, New York, 11221, United States"
110,Fred Samuel Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.817353,-73.939034,"Fred Samuel Playground, Malcolm X Boulevard, Harlem, Manhattan, New York County, New York, 10037, United States"
111,Evelina Antonetty Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",,,,,,40.817275,-73.928439,"427, Walton Avenue, Mott Haven, Bronx County, The Bronx, New York, 10451, United States"
112,Hudson River Park Pier 51,Park,Hudson River Park,Year Round,7:30am - 8pm,Fully Accessible,,,,,40.737997,-74.010384,"Pier 51, Hudson River Park Esplanade, Manhattan Community Board 2, Manhattan, New York County, New York, 10014, United States"
113,Bathgate Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",,,,,,40.840512,-73.897758,"Crotona Play Center, 1700, Crotona Park West, East Tremont, Bronx County, The Bronx, New York, 10457, United States"
114,Detective William T. Gunn Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.732288,-73.731697,"235-90, Hillside Avenue, Queens, New York, 11427, United States"
115,Calvert Vaux Park Zone 2,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.58528,-73.992002,"ChargePoint, Shore Parkway, Brooklyn, Kings County, New York, 11224, United States"
116,Moynihan Connector,Park,Friends of the High Line,Year Round,,,,,,,40.752417,-73.99929,"Peloton Studio, Lincoln Tunnel Expressway, Hudson Yards, Manhattan, New York County, New York, 10199, United States"
117,Tavern On The Green,Park,NYC Parks Concessionaire,Year Round,"8am-4pm, Open later seasonally",,,,,,40.772206,-73.977781,"Tavern on the Green, 65th Street Transverse, Manhattan, New York County, New York, 10023, United States"
118,Washington Square Park Western Half,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Partially Accessible,Multi-Stall W/M Restrooms,,,,40.73075,-73.998309,"New York University, Lafayette Street, Manhattan Community Board 2, Manhattan, New York County, New York, 10012, United States"
119,Police Officer Nicholas Demutiis Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.681843,-73.839676,"101-01, Liberty Avenue, Ozone Park, Queens, New York, 11417, United States"
120,Willis Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.811357,-73.922689,"370, East 141st Street, Mott Haven, Bronx County, The Bronx, New York, 10454, United States"
121,Montbellier Park,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.67402,-73.756407,"180-02, Eastgate Plaza, Queens, New York, 11413, United States"
122,Playground For All Children,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.848472,-73.825274,"Bruckner Boulevard, Spencer Estates, Bronx County, The Bronx, New York, 10461, United States"
123,"Roosevelt Island Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 8:00 pm 
Tuesday: 10:00 am - 6:00 pm
Wednesday: 10:00 am - 8:00 pm
Thursday: 10:00 am - 6:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/roosevelt-island,40.762333,-73.949446,"Roosevelt Landings, Main Street, Manhattan Community Board 8, Manhattan, New York County, New York, 10044, United States"
124,"Gravesend Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/gravesend,40.590553,-73.97181,"Gravesend Branch Brooklyn Public Library, 303, Avenue X, Brooklyn, Kings County, New York, 11223, United States"
125,,,,,,,,,,,,,
126,,,,,,,,,,,,,
127,Corona Plaza APT,Public Plaza,NYC DOT/JCDeceaux,Year Round,8am-8pm,Fully Accessible,Single-Stall All Gender Restroom(s),No,This unit costs $.25 to use.,https://portal.311.nyc.gov/article/?kanumber=KA-02226,40.74965,-73.862638,"Corona Oral Surgery, 41st Avenue, Corona, Queens, New York, 11368, United States"
128,Bensonhurst Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Partially Accessible,Multi-Stall W/M Restrooms,,,,40.597869,-74.000003,"2134, Cropsey Avenue, Brooklyn, Kings County, New York, 11214, United States"
129,Inwood Hill Park Zone 1,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.870299,-73.921423,"165, Seaman Avenue, Manhattan Community Board 12, Manhattan, New York County, New York, 10034, United States"
130,"Mill Basin Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/mill-basin,40.619877,-73.917023,"Mill Basin Branch Brooklyn Public Library, 2385, Ralph Avenue, Brooklyn, Kings County, New York, 11234, United States"
131,Claremont Park,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.814887,-73.962247,"Claremont Playground, Riverside Drive, Manhattan Community Board 9, Manhattan, New York County, New York, 10115, United States"
132,Kolbert Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.620351,-73.958039,"Paul W. Kolbert Playground, Avenue L, Midwood, Brooklyn, Kings County, New York, 11210, United States"
133,"Bayside Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/bayside,40.760134,-73.768363,"Queens Borough Public Library, 214-20, Northern Boulevard, Oakland Gardens, Queens, New York, 11361, United States"
134,Delphin H. Greene Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.684651,-73.728665,"120-41, 237th Street, Queens, New York, 11411, United States"
135,The Bandshell,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.698876,-73.858494,"9/11 Memorial Garden, Forest Park Multi-use Path, Queens, New York, 11421, United States"
136,Lincoln Road Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.660477,-73.9636,"Lincoln Road Playground, East Drive, Brooklyn, Kings County, New York, 11225, United States"
137,"Hudson Park Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 am - 6:00 pm   
Wednesday: 10:00 am - 6:00 pm    
Thursday: 10:00 am - 6:00 pm    
Friday: 10:00 am - 6:00 pm  
Saturday: 10:00 am - 5:00 pm",Not Accessible,Single-Stall All Gender Restroom(s),Yes,,https://nypl.org/locations/hudson-park,40.729991,-74.005332,"Hudson Park Library, 66, Leroy Street, University Village, West Village, Manhattan, New York County, New York, 10014, United States"
138,"Stone Avenue Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,Yes,,https://www.bklynlibrary.org/locations/stone-avenue,40.664508,-73.905251,"Stone Avenue Branch Brooklyn Public Library, 581, Mother Gaston Boulevard, Brownsville, Brooklyn, Kings County, New York, 11212, United States"
139,Electric Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.735772,-73.80542,"65-40, 164th Street, Pomonok, Queens, New York, 11365, United States"
140,The Big Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.630958,-74.165052,"390, Grandview Avenue, Arlington, Staten Island, Richmond County, New York, 10303, United States"
141,"Huguenot Park Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 am - 6:00 pm  
Wednesday: 10:00 am - 6:00 pm   
Thursday: 10:00 am - 6:00 pm   
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/huguenot-park,40.534087,-74.19323,"Huguenot Park Library, 830, Huguenot Avenue, Huguenot, Staten Island, Richmond County, New York, 10312, United States"
142,Rudd Playground State Park,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.683317,-73.904976,"82, Aberdeen Street, Broadway Junction, Brooklyn, Kings County, New York, 11207, United States"
143,Richman (Echo) Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.849578,-73.902072,"314, East 178th Street, Tremont, Bronx County, The Bronx, New York, 10457, United States"
144,MacArthur Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.752407,-73.965036,"437, East 49th Street, Beekman, Manhattan Community Board 6, Manhattan, New York County, New York, 10022, United States"
145,"Parkchester Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 8:00 pm 
Tuesday: 10:00 pm - 8:00 pm 
Wednesday: 10:00 am - 8:00 pm 
Thursday: 10:00 pm - 8:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/parkchester,40.833789,-73.858351,"Parkchester Library, 1985, Westchester Avenue, Unionport, Bronx County, The Bronx, New York, 10462, United States"
146,Van Cortlandt Stables Area,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.900927,-73.892657,"Rockwood Drive, Bronx County, The Bronx, New York, 10471, United States"
147,"Rosedale Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Single-Stall All Gender Restroom(s),Yes,,https://www.queenslibrary.org/about-us/locations/rosedale,40.659972,-73.739912,"Rosedale Branch Queens Borough Public Library, 144-20, 243rd Street, Rosedale, Queens, New York, 11422, United States"
148,Matthews Muliner Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.846939,-73.861512,"1835, Muliner Avenue, Van Nest, Bronx County, The Bronx, New York, 10462, United States"
149,Roy Wilkins Rec Center Zone 2A,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.687662,-73.772534,"Saint Albans Community Living Center, 179-00, Linden Boulevard, Saint Albans, Queens, New York, 11425, United States"
150,,,,,,,,,,,,,
151,Hattie Carthan Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.685617,-73.946383,"306, Monroe Street, Bedford-Stuyvesant, Brooklyn, Kings County, New York, 11216, United States"
152,Alley Pond Indoor Tennis,Park,NYC Parks Concessionaire,Year Round,Concession Operating Hours,,,,,,40.739347,-73.735835,"Alley Pond Tennis Center, Vanderbilt Motor Parkway, Queens, New York, 11426, United States"
153,"Woodlawn Heights Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 pm - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 pm - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),No,,https://www.nypl.org/locations/woodlawn-heights,40.900448,-73.867943,"Woodlawn Heights Library, 4355, Katonah Avenue, Woodlawn, Bronx County, The Bronx, New York, 10470, United States"
154,Heckscher Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.695101,-73.91863,"335, Central Avenue, Brooklyn, Kings County, New York, 11221, United States"
155,Frawleys' Run,Park,Central Park Conservancy,Year Round,7:30am - dusk,Fully Accessible,Multi-Stall W/M Restrooms,,,,40.797071,-73.951458,"Dana Discovery Center, 34, Central Park North, Harlem, Manhattan, New York County, New York, 10026, United States"
156,McCarren Park Zone 1,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",,,,,,40.720771,-73.950071,"Vincent V Abate Playground, Lorimer Street, Brooklyn, Kings County, New York, 11222, United States"
157,Susan Smith McKinney Steward Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.700773,-73.985472,"Brooklyn-Queens Expressway, Dumbo, Brooklyn, Kings County, New York, 11251, United States"
158,Newport Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.660939,-73.906868,"PS/IS 41 Francis White, Osborn Street, Brownsville, Brooklyn, Kings County, New York, 11212, United States"
159,Brookville Park Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.662186,-73.742205,"Brookville Park Playground, Brookville Boulevard, Rosedale, Queens, New York, 11422, United States"
160,Mott Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.831269,-73.914754,"1115, College Avenue, Melrose, Bronx County, The Bronx, New York, 10456, United States"
161,Sheep Meadow,Park,NYC Parks Concessionaire,Year Round,7:30am - dusk,Fully Accessible,Multi-Stall W/M Restrooms,,,,40.773046,-73.974392,"Mineral Springs, 2, Nell Singer Lilac Walk, Manhattan, New York County, New York, 10023, United States"
162,Caserta Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.837492,-73.853834,"2130, Saint Raymonds Avenue, Bronx County, The Bronx, New York, 10462, United States"
163,Marc And Jason's Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.66349,-73.949905,"Marc And Jason's Playground, Sterling Street, Crown Heights, Brooklyn, Kings County, New York, 11225, United States"
